symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize 
ATL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025191048,https://nsearchives.nseindia.com/corporate/ALLCARGOTERMINALS_07042025191033_Signed_SEUpload.pdf,Allcargo Terminals Limited,INE0NN701020,07-Apr-2025 19:10:48,2025-04-07 19:10:48,106196413,nan,nan,"Allcargo Terminals Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:10:49,00:00:01,nan
PIONEEREMB,Disclosure of material issue,07042025190741,https://nsearchives.nseindia.com/corporate/PIONEEREMB_07042025190727_OutcomeofBM.pdf,Pioneer Embroideries Limited,INE156C01018,07-Apr-2025 19:07:41,2025-04-07 19:07:41,106196409,Textile Products,nan,Pioneer Embroideries Limited has informed regarding Disclosure of material issue,nan,nan,nan,07-Apr-2025 19:07:41,00:00:00,nan
3IINFOLTD,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025190735,https://nsearchives.nseindia.com/corporate/3IINFOTECHLTD_07042025190653_Disclosure_74_5_.pdf,3i Infotech Limited,INE748C01038,07-Apr-2025 19:07:35,2025-04-07 19:07:35,106196408,nan,nan,"3i Infotech Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:07:36,00:00:01,nan
INFIBEAM,Shareholders meeting,07042025190616,https://nsearchives.nseindia.com/corporate/INFIBEAM_07042025190321_IALVotingresults07042025.pdf,Infibeam Avenues Limited,INE483S01012,07-Apr-2025 19:06:16,2025-04-07 19:06:16,106196406,nan,nan,"Infibeam Avenues Limited has informed the Exchange regarding Proceedings of Postal Ballot. Further, the company has submitted the Exchange a copy of Srutinizers report.",nan,nan,nan,07-Apr-2025 19:06:17,00:00:01,nan
PIONEEREMB,Press Release,07042025190530,https://nsearchives.nseindia.com/corporate/PIONEEREMB_07042025190520_OutcomeofBM.pdf,Pioneer Embroideries Limited,INE156C01018,07-Apr-2025 19:05:30,2025-04-07 19:05:30,106196404,Textile Products,nan,"Pioneer Embroideries Limited has informed the Exchange regarding a press release dated April 07, 2025, titled ""Sale of Land and Building of Company s Naroli Embroidery unit"".",nan,nan,nan,07-Apr-2025 19:05:31,00:00:01,nan
NESTLEIND,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025190445,https://nsearchives.nseindia.com/corporate/NESTLEIND1_07042025190415_NILCertificateunder74_5_Q4FY2024-25signed.pdf,Nestle India Limited,INE239A01016,07-Apr-2025 19:04:45,2025-04-07 19:04:45,106196402,Food And Food Processing,nan,"Nestle India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018, for the quarter ended 31st March 2025.",nan,nan,nan,07-Apr-2025 19:04:46,00:00:01,nan
ATL,Change in Auditors,07042025190441,https://nsearchives.nseindia.com/corporate/ALLCARGOTERMINALS_07042025190425_Signed_SEUpload.pdf,Allcargo Terminals Limited,INE0NN701020,07-Apr-2025 19:04:41,2025-04-07 19:04:41,106196401,nan,nan,Allcargo Terminals Limited has informed the Exchange regarding Change in Auditors of the company.,nan,nan,nan,07-Apr-2025 19:04:42,00:00:01,nan
ZOTA,Analysts/Institutional Investor Meet/Con. Call Updates,07042025190405,https://nsearchives.nseindia.com/corporate/ZOTA_07042025185822_Investormeet07042025.pdf,Zota Health Care LImited,INE358U01012,07-Apr-2025 19:04:05,2025-04-07 19:04:05,106196400,nan,nan,Zota Health Care LImited has informed the Exchange about Schedule of meet and Presentation,nan,nan,nan,07-Apr-2025 19:04:06,00:00:01,nan
YESBANK,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025190348,https://nsearchives.nseindia.com/corporate/YESBANK_07042025190306_Certificate_Reg_74_5_signed.pdf,Yes Bank Limited,INE528G01019,07-Apr-2025 19:03:48,2025-04-07 19:03:48,106196398,Banks,nan,"Yes Bank Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:03:49,00:00:01,nan
MMFL,Notice Of Shareholders Meetings-XBRL,07042025190115,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1409591_07042025070114_WEB.xml,MM Forgings Limited,INE227C01017,07-Apr-2025 19:01:15,2025-04-07 19:01:15,106196394,Castings/Forgings,nan,MM FORGINGS LIMITED has informed the Exchange about Notice of Shareholders Meeting for Postal Ballot,nan,nan,nan,07-Apr-2025 19:01:15,00:00:00,nan
PIONEEREMB,Outcome of Board Meeting,07042025190006,https://nsearchives.nseindia.com/corporate/PIONEEREMB_07042025185625_OutcomeofBM.pdf,Pioneer Embroideries Limited,INE156C01018,07-Apr-2025 19:00:06,2025-04-07 19:00:06,106196392,Textile Products,nan,"We wish to inform you that the Board of Directors of the Company at its meeting held today i.e., 7th April, 2025 through Video Conferencing wherein Sale of Land and Building of Company s Naroli Embroidery unit has been approved. Press release for the same is enclosed herewith.",nan,nan,nan,07-Apr-2025 19:00:07,00:00:01,nan
FINOPB,Analysts/Institutional Investor Meet/Con. Call Updates,07042025190002,https://nsearchives.nseindia.com/corporate/FINOPB_07042025185951_IM_BajajFinserv.pdf,Fino Payments Bank Limited,INE02NC01014,07-Apr-2025 19:00:02,2025-04-07 19:00:02,106196391,nan,nan,Fino Payments Bank Limited has informed the Exchange about Schedule of meet,nan,nan,nan,07-Apr-2025 19:00:02,00:00:00,nan
MOL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025185911,https://nsearchives.nseindia.com/corporate/MOL_07042025185854_745Certificatemerged.pdf,Meghmani Organics Limited,INE0CT101020,07-Apr-2025 18:59:11,2025-04-07 18:59:11,106196389,nan,nan,"Meghmani Organics Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:59:12,00:00:01,nan
DHANBANK,Updates,07042025185811,https://nsearchives.nseindia.com/corporate/DHANBANK_07042025185717_Allotment.pdf,Dhanlaxmi Bank Limited,INE680A01011,07-Apr-2025 18:58:11,2025-04-07 18:58:11,106196385,Banks,nan,Dhanlaxmi Bank Limited has informed the Exchange regarding 'Allottment of 150 unsecured redeemable non-convertible BaseL-iii COMPLAINT SUBORDINATED tIER-ii bONDS in the nature of debentures'.,nan,nan,nan,07-Apr-2025 18:58:11,00:00:00,nan
CENTUM,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025185516,https://nsearchives.nseindia.com/corporate/CENTUME_07042025185251_Intimation.pdf,Centum Electronics Limited,INE320B01020,07-Apr-2025 18:55:16,2025-04-07 18:55:16,106196382,Electronics - Industrial,nan,"Centum Electronics Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:55:16,00:00:00,nan
J&KBANK,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025185502,https://nsearchives.nseindia.com/corporate/TUFAIL_07042025185445_Regulation_74.pdf,The Jammu & Kashmir Bank Limited,INE168A01017,07-Apr-2025 18:55:02,2025-04-07 18:55:02,106196381,Banks,nan,"The Jammu & Kashmir Bank Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:55:03,00:00:01,nan
MASFIN,Shareholders meeting,07042025185447,https://nsearchives.nseindia.com/corporate/MASFIN_07042025185435_FINAL.pdf,MAS Financial Services Limited,INE348L01012,07-Apr-2025 18:54:47,2025-04-07 18:54:47,106196380,nan,nan,MAS Financial Services Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot,nan,nan,nan,07-Apr-2025 18:54:47,00:00:00,nan
BANKA,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025185304,https://nsearchives.nseindia.com/corporate/BANKA_07042025185255_Intimation_Reg74_5_.pdf,Banka BioLoo Limited,INE862Y01015,07-Apr-2025 18:53:04,2025-04-07 18:53:04,106196378,nan,nan,"Banka BioLoo Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:53:05,00:00:01,nan
TITAN,General Updates,07042025185108,https://nsearchives.nseindia.com/corporate/TITAN_07042025185046_Q4update202425.pdf,Titan Company Limited,INE280A01010,07-Apr-2025 18:51:08,2025-04-07 18:51:08,106196376,Gems Jewellery And Watches,nan,Titan Company Limited has informed the Exchange about Quarterly Update   Q4 FY 2024-25,nan,nan,nan,07-Apr-2025 18:51:08,00:00:00,nan
PIONEEREMB,Outcome of Board Meeting,07042025184944,https://nsearchives.nseindia.com/corporate/PIONEEREMB_07042025184918_OutcomeofBM.pdf,Pioneer Embroideries Limited,INE156C01018,07-Apr-2025 18:49:44,2025-04-07 18:49:44,106196374,Textile Products,nan,"Pioneer Embroideries Limited has informed the Exchange regarding  Board meeting held on April 07, 2025.",nan,nan,nan,07-Apr-2025 18:49:45,00:00:01,nan
MMFL,Shareholders meeting,07042025184514,https://nsearchives.nseindia.com/corporate/MMFL_07042025184422_MMFPB.pdf,MM Forgings Limited,INE227C01017,07-Apr-2025 18:45:14,2025-04-07 18:45:14,106196370,Castings/Forgings,nan,MM Forgings Limited has informed the Exchange regarding Notice of Postal Ballot,nan,nan,nan,07-Apr-2025 18:45:14,00:00:00,nan
HINDCOPPER,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025184352,https://nsearchives.nseindia.com/corporate/HINDCOPPERMKD_07042025184129_Reg74_5SEBIDPReg2018RTACertificate31March2025.pdf,Hindustan Copper Limited,INE531E01026,07-Apr-2025 18:43:52,2025-04-07 18:43:52,106196368,Metals,nan,"Hindustan Copper Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:43:53,00:00:01,nan
CROWN,Notice Of Shareholders Meetings-XBRL,07042025184337,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1409574_07042025064336_WEB.xml,Crown Lifters Limited,INE491V01019,07-Apr-2025 18:43:37,2025-04-07 18:43:37,106196367,nan,nan,CROWN LIFTERS LIMITED has informed the Exchange about Notice of Shareholders Meeting for Extra-ordinary Meeting to be held on 02-May-2025,nan,nan,nan,07-Apr-2025 18:43:38,00:00:01,nan
CROWN,Shareholders meeting,07042025184023,https://nsearchives.nseindia.com/corporate/CROWN_07042025183930_Notice_EOGM.pdf,Crown Lifters Limited,INE491V01019,07-Apr-2025 18:40:23,2025-04-07 18:40:23,106196365,nan,nan,"Crown Lifters Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on May 02, 2025",nan,nan,nan,07-Apr-2025 18:40:24,00:00:01,nan
PNGJL,Updates,07042025183945,https://nsearchives.nseindia.com/corporate/PNGJEWELLERS_07042025183934_IntimationofAward.pdf,P N Gadgil Jewellers Limited,INE953R01016,07-Apr-2025 18:39:45,2025-04-07 18:39:45,106196363,nan,nan,P N Gadgil Jewellers Limited has informed the Exchange regarding 'receipt of Award/ Recognition'.,nan,nan,nan,07-Apr-2025 18:39:46,00:00:01,nan
UNIVCABLES,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025183808,https://nsearchives.nseindia.com/corporate/UNIVCABLES_07042025183752_Certificate_under_Reg74_5__as_on_31-03-2025.pdf,Universal Cables Limited,INE279A01012,07-Apr-2025 18:38:08,2025-04-07 18:38:08,106196362,Cables - Power,nan,"Universal Cables Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:38:08,00:00:00,nan
INDSWFTLTD,General Updates,07042025183634,https://nsearchives.nseindia.com/corporate/INDSWFTLTD_07042025183620_Intimation.pdf,Ind-Swift Limited,INE788B01028,07-Apr-2025 18:36:34,2025-04-07 18:36:34,106196359,Pharmaceuticals,nan,Ind-Swift Limited has informed the Exchange about sale of land,nan,nan,nan,07-Apr-2025 18:36:35,00:00:01,nan
ALLCARGO,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025183608,https://nsearchives.nseindia.com/corporate/ALLCARGO_07042025183411_SEupload_Signed.pdf,Allcargo Logistics Limited,INE418H01029,07-Apr-2025 18:36:08,2025-04-07 18:36:08,106196358,Travel And Transport,nan,"Allcargo Logistics Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:36:08,00:00:00,nan
BANDHANBNK,ESOP/ESOS/ESPS,07042025183552,https://nsearchives.nseindia.com/corporate/BANDHANBNK_07042025183408_SE_Disclosure_GrantofESOPs_07042025_sd.pdf,Bandhan Bank Limited,INE545U01014,07-Apr-2025 18:35:52,2025-04-07 18:35:52,106196357,nan,nan,"Bandhan Bank Limited has informed the Exchange regarding Grant of 17,98,840  Equity Stock Options.",nan,nan,nan,07-Apr-2025 18:35:53,00:00:01,nan
OFSS,Shareholders meeting,07042025183508,https://nsearchives.nseindia.com/corporate/OFSS_07042025183430_SE_Covering_Letter-_Voting_Results-PostalBallotApril2025.pdf,Oracle Financial Services Software Limited,INE881D01027,07-Apr-2025 18:35:08,2025-04-07 18:35:08,106196355,Computers - Software,nan,Oracle Financial Services Software Limited has submitted the Exchange a copy of Voting results and Srutinizers report of Postal Ballot.,nan,nan,nan,07-Apr-2025 18:35:08,00:00:00,nan
SKYGOLD,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025183410,https://nsearchives.nseindia.com/corporate/SKYGOLD_07042025183354_Regulation74_5_.pdf,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,07-Apr-2025 18:34:10,2025-04-07 18:34:10,106196354,nan,nan,"SKY GOLD AND DIAMONDS LIMITED has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:34:11,00:00:01,nan
ASHIMASYN,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025183400,https://nsearchives.nseindia.com/corporate/ASHIMASYN_07042025183343_CertificateReg74_5_DPReg31032025.pdf,Ashima Limited,INE440A01010,07-Apr-2025 18:34:00,2025-04-07 18:34:00,106196353,Textile Products,nan,"Ashima Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:34:01,00:00:01,nan
NBCC,Updates,07042025183352,https://nsearchives.nseindia.com/corporate/NBCC_07042025183341_intimationRTANBCC07042024.pdf,NBCC (India) Limited,INE095N01015,07-Apr-2025 18:33:52,2025-04-07 18:33:52,106196352,Construction,nan,"NBCC (India) Limited has informed the Exchange regarding 'It is hereby informed that the existing Registrar and Share Transfer Agent (RTA) i.e. Alankit Assignments Limited will continue to act as Registrar and Share Transfer Agent of NBCC till March 31, 2028'.",nan,nan,nan,07-Apr-2025 18:33:53,00:00:01,nan
TATAMOTORS,News Verification,07042025183258,-,Tata Motors Limited,INE155A01014,07-Apr-2025 18:32:58,2025-04-07 18:32:58,106196350,Automobiles - 4 Wheelers,nan,The Exchange has sought clarification from Tata Motors Limited with respect to recent news item captioned JLR To Pause Exports To US In April On Trump Auto Tariffs.  The response from the Company is awaited.,nan,nan,nan,07-Apr-2025 18:32:59,00:00:01,nan
UNITEDPOLY,Shareholders meeting,07042025183053,https://nsearchives.nseindia.com/corporate/UNITEDPOLY_07042025183018_NSEUPLOAD.pdf,United Polyfab Gujarat Limited,INE368U01011,07-Apr-2025 18:30:53,2025-04-07 18:30:53,106196351,nan,nan,United Polyfab Gujarat Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot,nan,nan,nan,07-Apr-2025 18:30:54,00:00:01,nan
PITTIENG,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,07042025182951,https://nsearchives.nseindia.com/corporate/xbrl/CIM_50233_1409556_07042025062950_WEB.xml,Pitti Engineering Limited,INE450D01021,07-Apr-2025 18:29:51,2025-04-07 18:29:51,106196349,nan,nan,PITTI ENGINEERING LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,nan,nan,nan,07-Apr-2025 18:29:52,00:00:01,nan
GREENPANEL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025182950,https://nsearchives.nseindia.com/corporate/GREENPANEL_07042025182853_Regulation_74_5_.pdf,Greenpanel Industries Limited,INE08ZM01014,07-Apr-2025 18:29:50,2025-04-07 18:29:50,106196348,nan,nan,"Greenpanel Industries Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:29:51,00:00:01,nan
LICI,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,07042025182923,https://nsearchives.nseindia.com/corporate/xbrl/CIM_50232_1409554_07042025062923_WEB.xml,Life Insurance Corporation Of India,INE0J1Y01017,07-Apr-2025 18:29:23,2025-04-07 18:29:23,106196347,nan,nan,LIFE INSURANCE CORPORATION OF INDIA has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,nan,nan,nan,07-Apr-2025 18:29:24,00:00:01,nan
AWHCL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025182919,https://nsearchives.nseindia.com/corporate/AWHCLP_07042025182830_AWHCLReg74_5_.pdf,Antony Waste Handling Cell Limited,INE01BK01022,07-Apr-2025 18:29:19,2025-04-07 18:29:19,106196346,nan,nan,"Antony Waste Handling Cell Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 18:29:20,00:00:01,nan
FOODSIN,Updates,07042025182614,https://nsearchives.nseindia.com/corporate/FOODSIN_07042025182604_Covering_Letter_with_Certificate_74_5__FNI_07-04-2025.pdf,Foods & Inns Limited,INE976E01023,07-Apr-2025 18:26:14,2025-04-07 18:26:14,106196342,nan,nan,"Foods & Inns Limited has informed the Exchange regarding 'Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018'.",nan,nan,nan,07-Apr-2025 18:26:15,00:00:01,nan
